subject,condition,reaction_time_ms,accuracy
8,incongruent,663.5184753224565,1
8,incongruent,627.8283842699985,1
8,incongruent,642.1116442596999,1
8,incongruent,699.5628302864903,1
8,incongruent,623.794145765707,1
8,incongruent,553.6053739556793,1
8,incongruent,754.9750342523253,1
8,incongruent,732.8872447214292,1
8,incongruent,572.4642382936629,1
8,incongruent,691.3824683147117,1
8,incongruent,619.8215137669195,1
8,incongruent,665.8092329198636,1
8,incongruent,667.6534477408096,1
8,incongruent,635.9355319810206,1
8,incongruent,602.9740600648162,1
8,incongruent,608.5675368610245,1
8,incongruent,595.0284850711255,1
8,incongruent,600.0906675061733,1
8,incongruent,645.9693025970387,1
8,incongruent,607.0544006533548,1
8,incongruent,690.9231239427572,1
8,incongruent,739.2347693201557,1
8,incongruent,615.1968055177974,1
8,incongruent,664.3642700321226,1
8,incongruent,679.981106618176,1
8,incongruent,678.3201362551565,1
8,incongruent,654.5573160749652,1
8,incongruent,694.5609451015833,0
8,incongruent,678.9349371608395,1
8,incongruent,575.7402546603621,1
8,incongruent,702.1493638633564,1
8,incongruent,703.2374502360045,1
8,incongruent,604.2028337492851,1
8,incongruent,652.2762701268562,1
8,incongruent,690.9997395686642,1
8,incongruent,637.4411708252383,1
8,incongruent,714.3786828659607,1
8,incongruent,791.8323496771617,1
8,incongruent,602.8408380419011,1
8,incongruent,567.1373238107735,0
8,incongruent,668.2291157362926,1
8,incongruent,693.2937503075686,1
8,incongruent,636.1480175693139,1
8,incongruent,737.195639799262,1
8,incongruent,569.683652016605,1
8,incongruent,691.5751173818967,1
8,incongruent,613.6483507544664,1
8,incongruent,753.1626743724378,1
8,incongruent,769.5509211900871,1
8,incongruent,604.0006047329991,1
8,incongruent,617.0265718454853,1
8,incongruent,701.5752732187881,1
8,incongruent,626.7721610126291,1
8,incongruent,647.2753269240657,1
8,incongruent,651.5233052325447,1
8,incongruent,534.8196106281406,1
8,incongruent,649.1697352343458,1
8,incongruent,608.6163335561496,1
9,congruent,460.25107631258624,1
9,congruent,559.0681745094195,1
9,congruent,571.5070669994,1
9,congruent,505.92276580255515,1
9,congruent,522.2942796976017,1
9,congruent,433.08451512198735,1
9,congruent,502.01940111959277,1
9,congruent,516.9877229774953,1
9,congruent,677.2475854617985,1
9,congruent,453.2819784535502,1
9,congruent,607.8506343251463,1
9,congruent,579.8115264079485,1
9,congruent,536.8381842694082,1
9,congruent,625.517229051708,1
9,congruent,542.3263283564118,1
9,congruent,543.3495517400758,1
9,congruent,516.8127608189473,1
9,congruent,593.4141329451177,1
9,congruent,585.788154028653,1
9,congruent,482.4593627502272,1
9,congruent,440.84516832407394,1
9,congruent,507.82116175626055,1
9,congruent,471.9976861361412,1
9,congruent,516.1885255230787,1
9,congruent,594.2462880810483,1
9,congruent,492.5619006947926,1
9,congruent,517.4305971213055,1
9,congruent,523.4813640885037,1
9,congruent,570.9058529323171,1
9,congruent,385.1866399609237,1
9,congruent,483.5979823140822,1
9,congruent,532.6770215367684,1
9,congruent,592.0047373856116,1
9,congruent,490.4858531496277,0
9,congruent,407.40683763748757,1
9,congruent,557.1826867579682,1
9,congruent,481.87825667046224,1
9,congruent,448.6200004545783,1
9,congruent,482.53927661720655,1
9,congruent,508.92847854064905,1
9,congruent,483.71532012770723,0
9,congruent,387.66603657405585,1
9,congruent,573.8239718132279,1
9,congruent,596.4925024767233,1
9,congruent,559.0913194803703,1
9,congruent,451.738859774511,0
9,congruent,507.9105079631489,1
9,congruent,519.6087210862325,1
9,congruent,555.9276633737146,1
9,congruent,560.1004293230849,1
9,congruent,475.94957207329026,1
9,congruent,524.9197333848136,1
9,congruent,547.4368242769144,1
9,congruent,607.349339328806,1
9,congruent,562.2703923894834,1
9,congruent,567.3434012425312,1
9,congruent,525.0295976757617,1
9,congruent,604.6275487122102,1
9,congruent,544.5857677575699,1
9,congruent,468.33472538958574,1
9,congruent,604.2021982075114,1
9,congruent,561.8741963523416,1
9,congruent,493.41735873229106,1
9,congruent,491.2304219560454,1
9,congruent,537.7945327084457,1
9,congruent,547.7910877160551,1
9,congruent,531.8375359378724,1
9,congruent,538.678520406573,1
9,congruent,621.9974424745828,1
9,congruent,584.2925891340932,0
9,congruent,531.4381354759015,1
9,congruent,576.478634846049,1
9,congruent,458.0485657883476,1
9,congruent,543.8756229968085,1
9,congruent,628.5583809839866,1
9,congruent,506.91724627645755,1
9,congruent,469.14196428285493,1
9,congruent,480.87466668441635,1
9,congruent,454.6220177594567,1
9,congruent,472.9142855123378,1
9,congruent,497.76951408459826,1
9,congruent,435.6659788492815,0
9,congruent,520.9371000369762,0
9,congruent,574.1366304271988,1
9,congruent,465.53462919118476,1
9,congruent,611.1570354185061,1
9,congruent,550.6475253116557,1
9,congruent,581.8348351374434,1
9,congruent,480.52992676887175,1
9,congruent,571.271513623997,1
9,incongruent,586.465544776604,1
9,incongruent,738.899804147756,1
9,incongruent,767.7552314318477,1
9,incongruent,650.2217403108708,1
9,incongruent,710.6877821245014,1
9,incongruent,730.4885549318528,1
9,incongruent,605.450946047697,1
9,incongruent,620.8816498779279,1
9,incongruent,723.8524707892841,1
9,incongruent,751.1008567225106,0
9,incongruent,683.7728516104613,0
9,incongruent,597.2111387898767,1
9,incongruent,769.2236667019665,1
9,incongruent,618.1417461312822,1
9,incongruent,629.8917331297129,1
9,incongruent,670.5402700693772,1
9,incongruent,743.2496252428864,1
9,incongruent,701.2385585931335,1
9,incongruent,674.8919300217146,1
9,incongruent,677.7973118070863,1
9,incongruent,652.610880118608,1
9,incongruent,683.4883708711104,1
9,incongruent,498.22639533834183,1
9,incongruent,632.2035524558121,1
9,incongruent,664.4793160950069,1
9,incongruent,580.9391549828296,1
9,incongruent,673.1793990686936,0
9,incongruent,637.7317267408328,1
9,incongruent,755.3285418989294,1
9,incongruent,744.3811835128914,1
9,incongruent,622.0516658529102,1
9,incongruent,640.9497373059983,1
9,incongruent,645.5631460634964,1
9,incongruent,622.9004314304226,1
9,incongruent,661.7014990416876,1
9,incongruent,604.5030758667446,1
9,incongruent,582.1630799037484,1
9,incongruent,687.3626734340161,1
9,incongruent,687.7717750533086,1
9,incongruent,601.7410544204005,1
9,incongruent,703.7213258457559,1
9,incongruent,612.1053362500801,1
9,incongruent,665.1899142822789,1
9,incongruent,699.2206407567473,1
9,incongruent,647.9832461177772,0
9,incongruent,677.2844547284681,0
9,incongruent,619.0142213667457,1
9,incongruent,638.2120049943142,1
9,incongruent,637.6484341471796,1
9,incongruent,605.2052992075857,1
9,incongruent,639.3935502130531,1
9,incongruent,557.0829020681751,1
9,incongruent,620.5307751714737,1
9,incongruent,632.9074703978198,1
9,incongruent,634.6292148502772,1
9,incongruent,635.5101532477532,1
9,incongruent,646.2941480083923,1
9,incongruent,678.7664910851638,1
9,incongruent,702.4710244479513,1
9,incongruent,611.014086389104,1
9,incongruent,577.8079486766513,1
9,incongruent,587.4773352654138,1
9,incongruent,620.7678247283044,1
9,incongruent,628.8847209310095,1
9,incongruent,603.8002360281525,1
9,incongruent,572.2330001450064,1
9,incongruent,622.6327503515487,1
9,incongruent,660.8855972068383,1
9,incongruent,685.7017679501339,1
9,incongruent,616.5546168135007,1
9,incongruent,625.2201306713939,1
9,incongruent,594.3981014691614,1
9,incongruent,648.1136497775134,0
9,incongruent,599.0942819485512,1
9,incongruent,684.387668794472,1
9,incongruent,542.8480104839533,1
9,incongruent,628.4222196528523,1
9,incongruent,668.0664403515045,0
9,incongruent,661.0300709793503,1
9,incongruent,811.5820198388299,1
9,incongruent,670.9880014740745,1
9,incongruent,589.7567241894794,1
9,incongruent,644.2721451746556,1
9,incongruent,543.4252199920129,1
9,incongruent,645.1640150421944,1
9,incongruent,600.0166365799545,0
9,incongruent,704.9234165336097,1
9,incongruent,617.0275835242679,1
9,incongruent,642.9940450522852,1
9,incongruent,611.8665295157358,1
10,congruent,528.4754284052478,1
10,congruent,392.16601121156793,1
10,congruent,566.0924329979042,1
10,congruent,532.9237903273772,1
10,congruent,550.4961183804754,1
10,congruent,755.5742623861796,1
10,congruent,394.9532236300847,1
10,congruent,623.4817989856665,1
10,congruent,502.75314883597866,1
10,congruent,537.2397342641806,1
10,congruent,517.2692652819254,1
10,congruent,494.5458199961174,1
10,congruent,485.81002430567446,1
10,congruent,539.7705241343806,0
10,congruent,428.96957819969924,1
10,congruent,565.034750051306,1
10,congruent,495.0283357068848,1
10,congruent,452.1958396575785,1
10,congruent,492.99922852025117,1
10,congruent,595.4289530117544,1
10,congruent,487.8798947790266,1
10,congruent,541.5072170925772,1
10,congruent,476.1426234570716,1
10,congruent,565.4753109954172,1
10,congruent,561.1304643274123,1
10,congruent,630.9165299977847,1
10,congruent,509.46616327004705,1
10,congruent,560.1192882854743,0
10,congruent,525.8840523723367,1
10,congruent,597.7523069117808,0
10,congruent,476.8700567434762,1
10,congruent,564.7003187726368,1
10,congruent,508.3181622329991,1
10,congruent,516.1487093734902,1
10,congruent,525.5051490669024,1
10,congruent,535.1344237856007,1
10,congruent,513.0262574126825,1
10,congruent,532.8827909902316,1
10,congruent,614.687083453731,1
10,congruent,579.1269811369131,1
10,congruent,572.1492755498138,1
10,congruent,492.66762843856776,1
10,congruent,466.64555030630055,1
10,congruent,577.3180334942651,1
10,congruent,572.5628075517876,1
10,congruent,608.3602405450589,1
10,congruent,483.76116244184624,1
10,congruent,506.2270806783792,1
10,congruent,421.63095024847394,1
10,congruent,496.4517336363476,1
10,congruent,579.7942306347668,1
10,congruent,492.01027724630814,1
10,congruent,558.4287877120494,1
10,congruent,508.5698136401313,1
10,congruent,539.4434216932937,1
10,congruent,451.13851661105997,1
10,congruent,525.112566978034,1
10,congruent,340.5318417459566,1
10,congruent,508.7862305102809,1
10,congruent,422.1716053770916,1
10,congruent,592.359670992809,1
10,congruent,566.6444411658707,1
10,congruent,548.0002589179649,1
10,congruent,611.2603736295628,1
10,congruent,463.0650087505098,1
10,congruent,624.8417918749335,1
10,congruent,575.9314938556231,1
10,congruent,505.8066827668632,1
10,congruent,588.1372088309766,1
10,congruent,453.622389255302,1
10,congruent,470.5291503083396,0
10,congruent,483.484616605618,1
10,congruent,488.2613375161591,1
10,congruent,456.60654143438484,1
10,congruent,593.3849840257195,1
10,congruent,504.4687359778101,1
10,congruent,541.1502981014128,1
10,congruent,485.77891801517916,1
10,congruent,410.76380196708897,1
10,congruent,536.2034415034854,1
10,congruent,405.26470147481336,1
10,congruent,515.8819572348718,1
10,congruent,437.9010976700314,1
10,congruent,639.2365599538484,1
10,congruent,574.6817633304832,1
10,congruent,526.3452274762889,1
10,congruent,595.8224006592801,1
10,congruent,469.22104135205586,1
10,congruent,552.6087627202056,1
10,congruent,531.9886260231228,1
10,incongruent,754.0961945502086,1
10,incongruent,598.5936743703925,1
10,incongruent,616.667193230788,1
10,incongruent,662.2633418961786,1
10,incongruent,577.8710284354347,1
10,incongruent,626.2591572946242,0
10,incongruent,669.0471956750105,1
10,incongruent,630.0283757370494,1
10,incongruent,644.3967884660032,1
10,incongruent,618.2400732530978,1
10,incongruent,559.131781449154,1
10,incongruent,669.2955926803543,1
10,incongruent,755.2959842988345,1
10,incongruent,651.1040978470063,1
10,incongruent,663.515847034853,1
10,incongruent,691.5633653070115,1
10,incongruent,573.8401702071981,1
10,incongruent,752.1508794877764,1
10,incongruent,662.1397277853681,1
10,incongruent,747.9114139453466,1
10,incongruent,606.0180202685607,1
10,incongruent,759.0837153534695,1
10,incongruent,696.509329642087,1
10,incongruent,683.1824051511416,1
10,incongruent,664.0414672611889,1
10,incongruent,635.088282915533,1
10,incongruent,722.0318995084324,1
10,incongruent,658.4215921908828,1
10,incongruent,531.9758177847709,1
10,incongruent,582.9688122975799,1
10,incongruent,638.8492548684352,1
10,incongruent,668.5999389899333,1
10,incongruent,646.6046906660063,1
10,incongruent,723.1382473876198,1
10,incongruent,532.9338881576825,1
10,incongruent,658.6152761903096,1
10,incongruent,540.9212464767708,0
10,incongruent,695.5827377290501,0
10,incongruent,644.3324771334799,1
10,incongruent,675.176598321447,1
10,incongruent,598.167022364614,1
10,incongruent,726.7678958994651,1
10,incongruent,712.5034798435311,1
10,incongruent,685.0126581807133,1
10,incongruent,642.2289651881936,1
10,incongruent,684.7914371177079,1
10,incongruent,607.586445920759,1
10,incongruent,701.3333395412427,1
10,incongruent,748.9688536594352,1
10,incongruent,714.2366335987512,1
10,incongruent,606.2238518115554,1
10,incongruent,671.6850390363861,1
10,incongruent,572.4115073744812,1
10,incongruent,684.3434186705406,0
10,incongruent,677.0362047717523,1
10,incongruent,537.8110196280702,0
10,incongruent,580.2929693652582,0
10,incongruent,633.011666195374,1
10,incongruent,631.9484151715504,1
10,incongruent,577.4313838748717,1
10,incongruent,673.3387237611311,1
10,incongruent,665.0884165364307,1
10,incongruent,638.3438520812888,1
10,incongruent,604.6525099904982,1
10,incongruent,712.9224275849938,1
10,incongruent,749.3244267852978,1
10,incongruent,620.9863109692078,1
10,incongruent,613.2699849707108,1
10,incongruent,679.4724599247198,1
10,incongruent,628.5182372151809,1
10,incongruent,641.636167960206,0
10,incongruent,694.3791891034803,1
10,incongruent,535.4386347495624,1
10,incongruent,729.0981394911602,1
10,incongruent,654.3608314597604,1
10,incongruent,625.3104113262692,1
10,incongruent,644.6459507467131,1
10,incongruent,647.7457613012311,1
10,incongruent,546.1279217933045,0
10,incongruent,739.6962936471941,0
10,incongruent,652.4795379362371,1
10,incongruent,676.5801278268425,1
10,incongruent,707.0929862344426,1
10,incongruent,588.730252546382,1
10,incongruent,678.4083139421138,1
10,incongruent,633.9415345460724,1
10,incongruent,700.8062465129897,1
10,incongruent,522.3663547789102,0
10,incongruent,644.0543419855238,1
10,incongruent,613.8307606529623,1
11,congruent,591.0096200133956,1
11,congruent,449.31754795741716,1
11,congruent,620.0334466930682,1
11,congruent,611.3943173027355,1
11,congruent,564.1373198347449,1
11,congruent,626.9079345262636,1
11,congruent,420.6026075393336,1
11,congruent,488.5331118242409,1
11,congruent,475.88179235908285,1
11,congruent,563.2887594254406,1
11,congruent,456.99155562387125,1
11,congruent,565.4497089602492,1
11,congruent,602.2321686398028,1
11,congruent,561.71217400504,1
11,congruent,537.02506141969,1
11,congruent,460.72759954595506,1
11,congruent,469.1889420324781,1
11,congruent,594.9771343177999,1
11,congruent,566.76094023432,1
11,congruent,517.6588288373473,0
11,congruent,494.92542725404655,1
11,congruent,398.45152761331735,1
11,congruent,455.7488548789337,1
11,congruent,634.6851452283834,1
11,congruent,443.172665739852,1
11,congruent,531.3687892732648,1
11,congruent,580.4466383917119,1
11,congruent,444.7046399198625,1
11,congruent,531.082628486865,1
11,congruent,576.2749322506393,1
11,congruent,520.749959314435,1
11,congruent,692.1041833400061,1
11,congruent,419.8840444673083,1
11,congruent,583.5237117930327,1
11,congruent,509.63189575621215,1
11,congruent,566.3152092902005,1
11,congruent,546.4784291019547,1
11,congruent,476.0106281734002,1
11,congruent,533.7397835475604,1
11,congruent,408.52591291610275,1
11,congruent,556.1948500342836,1
11,congruent,537.8895079594315,1
11,congruent,558.3196101185862,1
11,congruent,583.487099505229,1
11,congruent,542.0571904125826,1
11,congruent,528.8853651878966,1
11,congruent,467.1358998003225,1
11,congruent,477.26675418105697,1
11,congruent,591.2040772106399,1
11,congruent,606.1801243423587,1
11,congruent,505.7133738212768,1
11,congruent,522.7601648351964,1
11,congruent,465.72313750037404,1
11,congruent,590.3654107160467,1
11,congruent,559.9250094215067,1
11,congruent,636.4730461878249,1
11,congruent,467.3006153692157,1
11,congruent,497.31952605890694,1
11,congruent,533.8867553515344,1
11,congruent,558.7893722635463,1
11,congruent,507.05994174714203,1
11,congruent,467.62233457277796,1
11,congruent,572.8844517354142,1
11,congruent,563.2681217527349,1
11,congruent,465.0235539661765,1
11,congruent,601.3265680663297,0
11,congruent,590.2119225517962,1
11,congruent,528.0577898348675,1
11,congruent,524.7758717425622,1
11,congruent,553.2434662669544,1
11,congruent,468.2978157846245,1
11,congruent,521.8018887498449,1
11,congruent,390.8569873234492,0
11,congruent,572.5873387301762,1
11,congruent,426.3104066534884,1
11,congruent,610.2051897057399,1
11,congruent,500.192794362013,1
11,congruent,507.2999810841294,1
11,congruent,482.33596563492966,1
11,congruent,502.7176675646754,1
11,congruent,605.1118807088822,1
11,congruent,370.73148060789526,1
11,congruent,596.6179231652912,1
11,congruent,540.2814088661025,1
11,congruent,447.57870112856705,1
11,congruent,455.48125641704576,1
11,congruent,620.5835816324922,1
11,congruent,463.2695872034361,1
11,congruent,450.79896936424245,1
11,congruent,588.2388725418838,1
11,incongruent,737.0556528967527,1
11,incongruent,758.4317986182731,1
11,incongruent,549.0404783526388,0
11,incongruent,588.5582845468173,1
11,incongruent,633.2113794573796,1
11,incongruent,592.1277323053885,1
11,incongruent,680.357933207352,1
11,incongruent,606.3036678556032,1
11,incongruent,779.9033640683962,1
11,incongruent,721.4329156606158,1
11,incongruent,662.7544418379329,0
11,incongruent,711.619175799184,1
11,incongruent,716.3540254614386,1
11,incongruent,616.1631507165054,1
11,incongruent,601.0269653274821,1
11,incongruent,654.6885837781789,1
11,incongruent,701.6981674698767,1
11,incongruent,658.343623919205,1
11,incongruent,555.3802110685401,1
11,incongruent,601.8305333629495,1
11,incongruent,645.5616281843373,0
11,incongruent,645.4600637404502,1
11,incongruent,768.3525306073885,0
11,incongruent,566.8407234560601,1
11,incongruent,680.3353545101525,1
11,incongruent,739.3467864996974,1
11,incongruent,786.2869847253678,1
11,incongruent,625.7361546089624,1
11,incongruent,679.485767163212,1
11,incongruent,684.1856214319188,1
11,incongruent,661.7289038931974,1
11,incongruent,644.0692879256417,1
11,incongruent,676.1585233700027,1
11,incongruent,498.06523488681887,1
11,incongruent,690.9241694037579,1
11,incongruent,657.5706742197181,1
11,incongruent,636.651506193304,1
11,incongruent,772.8117317431735,0
11,incongruent,609.5039588725668,1
11,incongruent,625.8154406560982,1
11,incongruent,769.4931981322841,1
11,incongruent,600.0763217090087,1
11,incongruent,616.9930830238077,1
11,incongruent,641.178474594149,1
11,incongruent,700.444068927773,1
11,incongruent,662.4681504411988,1
11,incongruent,572.4424791708642,1
11,incongruent,618.0698862123686,1
11,incongruent,613.5587340072673,1
11,incongruent,645.3667372866173,0
11,incongruent,675.5506195177898,1
11,incongruent,675.0923453532783,1
11,incongruent,543.4392947570959,1
11,incongruent,713.8364592536514,1
11,incongruent,665.1541307597975,0
11,incongruent,733.0719228556344,1
11,incongruent,676.6518996374404,1
11,incongruent,716.0793774641458,1
11,incongruent,677.9927186870076,1
11,incongruent,730.7735453721649,1
11,incongruent,681.3350381610667,1
11,incongruent,644.1250852134258,0
11,incongruent,786.3460832268129,1
11,incongruent,703.3422273367935,1
11,incongruent,684.4246652602648,1
11,incongruent,573.4217350076999,1
11,incongruent,572.7015429521878,1
11,incongruent,667.5629289285112,1
11,incongruent,658.7312718660944,1
11,incongruent,613.152646099501,1
11,incongruent,658.4589619767236,1
11,incongruent,745.3176156826157,1
11,incongruent,691.724148473018,1
11,incongruent,581.5394894148357,1
11,incongruent,643.3094703714233,1
11,incongruent,601.7020111488464,1
11,incongruent,626.7380050154864,1
11,incongruent,625.1830600622214,1
11,incongruent,621.3412650437597,0
11,incongruent,574.6918776815963,1
11,incongruent,642.3407191089086,1
11,incongruent,616.3635417891614,1
11,incongruent,474.2330785998639,1
11,incongruent,773.1783214700997,1
11,incongruent,715.3261792530003,0
11,incongruent,627.4219565045003,1
11,incongruent,651.1291429844359,0
11,incongruent,579.7007391609463,0
11,incongruent,751.7433726686519,1
11,incongruent,763.8373216863868,1
12,congruent,508.1237362609191,1
12,congruent,644.0743802898131,0
12,congruent,410.0990651676384,1
12,congruent,456.9214053016393,1
12,congruent,609.8459009907776,1
12,congruent,631.462140612264,1
12,congruent,513.794126542583,1
12,congruent,445.65683784840144,1
12,congruent,645.7506101085495,1
12,congruent,615.6665435049518,1
12,congruent,560.736819265734,1
12,congruent,471.25585906375477,1
12,congruent,517.0582395497178,1
12,congruent,510.3783951373102,1
12,congruent,539.8510782769347,1
12,congruent,607.0600862878802,1
12,congruent,572.7650224682442,1
12,congruent,455.3574353809145,1
12,congruent,602.5897870011722,1
12,congruent,538.7879284007893,1
12,congruent,561.223947751535,1
12,congruent,607.9924515567162,1
12,congruent,453.30518502918693,1
12,congruent,517.8504652776122,1
12,congruent,488.1127269184471,1
12,congruent,425.92843447807263,1
12,congruent,540.8025986562952,1
12,congruent,670.6933930950654,1
12,congruent,409.59533532965486,1
12,congruent,518.0631633370318,1
12,congruent,558.4325761044864,1
12,congruent,527.3846920993709,1
12,congruent,513.2123168490556,1
12,congruent,442.04701819325055,1
12,congruent,533.9672045764098,1
12,congruent,474.5941613790444,1
12,congruent,388.6046977012868,1
12,congruent,591.6755332308238,1
12,congruent,577.5031491905225,1
12,congruent,523.0996586110648,1
12,congruent,533.7444812923421,1
12,congruent,584.4590807629337,1
12,congruent,533.460379406685,1
12,congruent,574.2410532856788,1
12,congruent,502.151067947569,1
12,congruent,598.7190243144368,1
12,congruent,539.2471435559611,1
12,congruent,531.6431166163525,1
12,congruent,443.7963346772781,1
12,congruent,537.2173512581026,1
12,congruent,470.0827049503329,1
12,congruent,481.70303640829036,1
12,congruent,471.0774623010327,1
12,congruent,456.02590408604647,1
12,congruent,647.4862841810177,1
12,congruent,599.8803437193042,1
12,congruent,635.2220501286556,1
12,congruent,446.6262988266662,1
12,congruent,524.2752249946535,1
12,congruent,442.3895424877543,1
12,congruent,478.25830736817613,1
12,congruent,464.9123809950055,1
12,congruent,594.3750403864937,1
12,congruent,496.22621931389443,1
12,congruent,584.102760021641,1
12,congruent,556.2472533753111,1
12,congruent,658.2183251262874,1
12,congruent,431.2333466116165,1
12,congruent,595.5539943872079,1
12,congruent,588.7864522240436,1
12,congruent,461.5972697183779,1
12,congruent,580.4280001883895,1
12,congruent,540.1686977815738,1
12,congruent,506.35142440279554,1
12,congruent,470.56387078168,1
12,congruent,476.85343291304883,1
12,congruent,642.9887257471555,1
12,congruent,520.040969137449,1
12,congruent,566.9278000918875,1
12,congruent,472.54603709994683,1
12,congruent,473.20882322670167,1
12,congruent,584.9190885549965,1
12,congruent,439.02542730690806,1
12,congruent,495.0871739256837,1
12,congruent,522.041644664334,1
12,congruent,526.6823561104031,1
12,congruent,509.25440289903065,1
12,congruent,543.7491868657554,1
12,congruent,561.5713453490687,1
12,congruent,564.0782527275599,1
12,incongruent,705.9876843404642,1
12,incongruent,636.6367579534036,1
12,incongruent,713.9103179428632,0
12,incongruent,737.1570047291708,1
12,incongruent,595.0207448555948,1
12,incongruent,599.7847577722232,1
12,incongruent,641.5774964656798,1
12,incongruent,668.4567600913518,0
12,incongruent,618.5259791739769,1
12,incongruent,731.1321607320286,1
12,incongruent,675.4440116911071,1
12,incongruent,652.3668228944443,1
12,incongruent,563.8454285678883,1
12,incongruent,571.0510510143496,1
12,incongruent,666.8605550169084,1
12,incongruent,522.0442624307099,0
12,incongruent,710.7582445786443,0
12,incongruent,640.5107693376608,1
12,incongruent,844.585578175684,0
12,incongruent,788.4749750369666,1
12,incongruent,639.113055845149,1
12,incongruent,643.6197798481211,1
12,incongruent,709.7348908401218,1
12,incongruent,752.1903565950822,1
12,incongruent,551.718256553839,1
12,incongruent,542.8174720787188,1
12,incongruent,612.6779116667371,1
12,incongruent,684.9642549904319,1
12,incongruent,679.8124154304559,1
12,incongruent,714.186287299031,1
12,incongruent,578.0181482980815,1
12,incongruent,511.0313682218674,1
12,incongruent,701.4808517181287,1
12,incongruent,600.308223622086,1
12,incongruent,528.8907281366817,1
12,incongruent,658.7038247575629,1
12,incongruent,697.5905412931206,1
12,incongruent,642.6765720727234,1
12,incongruent,622.5290968290507,1
12,incongruent,640.4382660712456,1
12,incongruent,627.7650342559531,0
12,incongruent,569.11717328359,0
12,incongruent,607.119159380574,1
12,incongruent,681.2767943008289,1
12,incongruent,669.30071248259,1
12,incongruent,660.0835883580093,1
12,incongruent,590.2910910887972,0
12,incongruent,639.1098102718599,1
12,incongruent,519.3760972134287,1
12,incongruent,660.7085998331233,1
12,incongruent,735.731462468814,0
12,incongruent,561.5520720774737,1
12,incongruent,614.8443396009346,1
12,incongruent,669.7464067226077,1
12,incongruent,725.1705580656491,1
12,incongruent,623.106523021991,1
12,incongruent,608.4649802440463,1
12,incongruent,531.8646114550351,0
12,incongruent,656.2062877584864,0
12,incongruent,772.5245624086247,0
12,incongruent,666.6415077178806,1
12,incongruent,648.6632612489772,1
12,incongruent,669.3249386460192,1
12,incongruent,649.3344797630839,1
12,incongruent,601.2191376643922,1
12,incongruent,699.3967949406623,1
12,incongruent,663.5456913867052,1
12,incongruent,651.0567951160194,1
12,incongruent,591.478038363305,1
12,incongruent,728.2104759160856,1
12,incongruent,689.8821647199866,1
12,incongruent,616.8247497579619,1
12,incongruent,710.1094912209162,1
12,incongruent,620.1457496968876,1
12,incongruent,603.0797904493378,1
12,incongruent,604.4178129511828,1
12,incongruent,543.7358868147145,1
12,incongruent,678.2925428250924,1
12,incongruent,540.131307299699,1
12,incongruent,576.2933701240543,1
12,incongruent,525.464719455288,1
12,incongruent,644.8358184325464,1
12,incongruent,640.9807723836876,1
12,incongruent,630.3982272088182,1
12,incongruent,587.4453383197654,1
12,incongruent,579.6659747938016,0
12,incongruent,677.8621918127944,1
12,incongruent,616.9668840974907,1
12,incongruent,668.9814992921687,1
12,incongruent,596.8850788325467,1
13,congruent,498.06964378088406,1
13,congruent,510.92204678604867,1
13,congruent,436.2526478684509,1
13,congruent,555.480954505504,1
13,congruent,476.56058009544347,1
13,congruent,508.27657892937856,1
13,congruent,492.8830376852873,1
13,congruent,472.63968965681954,1
13,congruent,519.5773008711667,1
13,congruent,507.06342528591864,1
13,congruent,497.68852706328005,1
13,congruent,476.29230269917946,1
13,congruent,539.1714802469774,1
13,congruent,619.217036109537,1
13,congruent,528.3932339703476,1
13,congruent,579.7670928946677,1
13,congruent,436.5866844907922,1
13,congruent,529.4656863576262,1
13,congruent,454.15790086173604,1
13,congruent,431.3845043480859,1
13,congruent,475.63771555245785,1
13,congruent,591.5139600648143,1
13,congruent,577.0009497201787,1
13,congruent,534.580283323264,1
13,congruent,428.03796640660414,1
13,congruent,508.22316091672377,1
13,congruent,538.1020005341041,1
13,congruent,530.5321737747158,1
13,congruent,409.3723849911553,1
13,congruent,466.5809291188077,1
13,congruent,516.155334151077,1
13,congruent,552.1774545710314,1
13,congruent,388.2323307340032,1
13,congruent,510.2725614712085,1
13,congruent,528.5829261927371,1
13,congruent,570.9767193109728,0
13,congruent,561.5714550542461,1
13,congruent,554.9542791285284,1
13,congruent,472.00356959788394,1
13,congruent,405.51987177260156,1
13,congruent,496.4168345763159,1
13,congruent,580.0979095125136,1
13,congruent,603.6072716514659,1
13,congruent,562.6329461378671,1
13,congruent,545.7604493681041,1
13,congruent,542.7783789031579,1
13,congruent,486.6328751943532,1
13,congruent,512.1963823867828,1
13,congruent,620.1441715495798,1
13,congruent,463.44651965248744,1
13,congruent,616.8867274425911,1
13,congruent,500.6783107304765,1
13,congruent,599.5259265457047,1
13,congruent,435.5910994301477,1
13,congruent,555.1542520698789,1
13,congruent,475.7937918431427,1
13,congruent,435.08396848454873,1
13,congruent,533.1120425446568,1
13,congruent,580.5683073157581,1
13,congruent,469.3035136843902,1
13,congruent,430.0590423724959,1
13,congruent,514.4893141399027,1
13,congruent,514.7538802733692,1
13,congruent,552.8991776532699,1
13,congruent,576.9756742818693,1
13,congruent,516.4350891236503,1
13,congruent,631.3301988876558,1
13,congruent,533.4540846721175,1
13,congruent,499.21440963958605,1
13,congruent,423.3059584538303,1
13,congruent,504.24042878102995,1
13,congruent,499.81678327533183,1
13,congruent,577.6182877768882,0
13,congruent,547.7490174440112,1
