replication_experiment_with_bonus;response_correct;wason_condition;rt;wason_name;pc_choice_includes_antecedent_true;pc_choice_includes_antecedent_false;pc_choice_includes_consequent_true;pc_choice_includes_consequent_false;rt_split;subject;subject_no_rt;response_correct_no_prior;logprob_diff
FALSE;TRUE;"Violate
realistic";57398699;violate_innocence_project_prison;TRUE;FALSE;FALSE;TRUE;fast;Human (fast);Human;TRUE;NA
FALSE;FALSE;"Violate
realistic";37265877;violate_innocence_project_prison;TRUE;FALSE;TRUE;FALSE;fast;Human (fast);Human;FALSE;NA
FALSE;FALSE;"Violate
realistic";61790991;violate_innocence_project_prison;TRUE;FALSE;TRUE;FALSE;fast;Human (fast);Human;FALSE;NA
FALSE;FALSE;"Violate
realistic";78330659;violate_innocence_project_prison;TRUE;FALSE;TRUE;FALSE;fast;Human (fast);Human;FALSE;NA
FALSE;FALSE;"Violate
realistic";41564032;violate_innocence_project_prison;FALSE;TRUE;FALSE;TRUE;fast;Human (fast);Human;FALSE;NA
FALSE;FALSE;"Violate
realistic";28497255;violate_international_travel_passports;FALSE;FALSE;TRUE;TRUE;fast;Human (fast);Human;FALSE;NA
FALSE;FALSE;"Violate
realistic";38397816;violate_international_travel_passports;FALSE;FALSE;TRUE;TRUE;fast;Human (fast);Human;FALSE;NA
FALSE;FALSE;"Violate
realistic";6982861;violate_international_travel_passports;TRUE;FALSE;TRUE;FALSE;fast;Human (fast);Human;FALSE;NA
FALSE;FALSE;"Violate
realistic";32597348;violate_international_travel_passports;FALSE;FALSE;TRUE;TRUE;fast;Human (fast);Human;FALSE;NA
FALSE;TRUE;"Violate
realistic";58529927;violate_marriage_adult;TRUE;FALSE;FALSE;TRUE;fast;Human (fast);Human;TRUE;NA
FALSE;FALSE;"Violate
realistic";27831113;violate_marriage_adult;TRUE;FALSE;TRUE;FALSE;fast;Human (fast);Human;FALSE;NA
FALSE;TRUE;"Violate
realistic";5673094;violate_marriage_adult;TRUE;FALSE;FALSE;TRUE;fast;Human (fast);Human;TRUE;NA
FALSE;FALSE;"Violate
realistic";64965476;violate_marriage_adult;FALSE;TRUE;FALSE;TRUE;fast;Human (fast);Human;FALSE;NA
FALSE;FALSE;"Violate
realistic";63264395;violate_marriage_adult;TRUE;FALSE;TRUE;FALSE;fast;Human (fast);Human;FALSE;NA
FALSE;FALSE;"Violate
realistic";49364524;violate_marriage_adult;TRUE;FALSE;TRUE;FALSE;fast;Human (fast);Human;FALSE;NA
FALSE;FALSE;"Violate
realistic";46497931;violate_marriage_adult;TRUE;FALSE;TRUE;FALSE;fast;Human (fast);Human;FALSE;NA
FALSE;FALSE;"Violate
realistic";7403081;violate_marriage_adult;TRUE;FALSE;TRUE;FALSE;fast;Human (fast);Human;FALSE;NA
FALSE;FALSE;"Violate
realistic";77664998;violate_museum_genuine;TRUE;FALSE;TRUE;FALSE;fast;Human (fast);Human;FALSE;NA
FALSE;FALSE;"Violate
realistic";29795972;violate_museum_genuine;TRUE;FALSE;TRUE;FALSE;fast;Human (fast);Human;FALSE;NA
FALSE;FALSE;"Violate
realistic";50364659;violate_museum_genuine;TRUE;FALSE;TRUE;FALSE;fast;Human (fast);Human;FALSE;NA
FALSE;FALSE;"Violate
realistic";27898528;violate_museum_genuine;FALSE;TRUE;FALSE;TRUE;fast;Human (fast);Human;FALSE;NA
FALSE;FALSE;"Violate
realistic";36930398;violate_museum_genuine;TRUE;FALSE;TRUE;FALSE;fast;Human (fast);Human;FALSE;NA
FALSE;FALSE;"Violate
realistic";55396379;violate_skydiving_parachute;TRUE;FALSE;TRUE;FALSE;fast;Human (fast);Human;FALSE;NA
FALSE;FALSE;"Violate
realistic";70797162;violate_skydiving_parachute;TRUE;FALSE;TRUE;FALSE;fast;Human (fast);Human;FALSE;NA
FALSE;FALSE;"Violate
realistic";56292997;violate_skydiving_parachute;TRUE;FALSE;TRUE;FALSE;fast;Human (fast);Human;FALSE;NA
FALSE;FALSE;"Violate
realistic";78265147;violate_skydiving_parachute;TRUE;FALSE;TRUE;FALSE;fast;Human (fast);Human;FALSE;NA
FALSE;TRUE;"Violate
realistic";14731347;violate_skydiving_parachute;TRUE;FALSE;FALSE;TRUE;fast;Human (fast);Human;TRUE;NA
FALSE;FALSE;"Violate
realistic";55130064;violate_skydiving_parachute;TRUE;FALSE;TRUE;FALSE;fast;Human (fast);Human;FALSE;NA
FALSE;FALSE;"Violate
realistic";36391496;violate_thrift_store_donations;TRUE;FALSE;TRUE;FALSE;fast;Human (fast);Human;FALSE;NA
FALSE;FALSE;"Violate
realistic";23363996;violate_working_healthy;TRUE;FALSE;TRUE;FALSE;fast;Human (fast);Human;FALSE;NA
FALSE;FALSE;"Violate
realistic";60893845;violate_working_healthy;TRUE;FALSE;TRUE;FALSE;fast;Human (fast);Human;FALSE;NA
FALSE;FALSE;"Violate
realistic";56629956;violate_working_healthy;TRUE;FALSE;TRUE;FALSE;fast;Human (fast);Human;FALSE;NA
FALSE;FALSE;"Violate
realistic";68862851;violate_working_healthy;TRUE;TRUE;FALSE;FALSE;fast;Human (fast);Human;FALSE;NA
FALSE;FALSE;"Violate
realistic";78098434;violate_working_healthy;TRUE;FALSE;TRUE;FALSE;fast;Human (fast);Human;FALSE;NA
FALSE;TRUE;"Violate
realistic";63432193;violate_working_healthy;TRUE;FALSE;FALSE;TRUE;fast;Human (fast);Human;TRUE;NA
FALSE;FALSE;"Violate
realistic";34732077;violate_working_healthy;TRUE;FALSE;TRUE;FALSE;fast;Human (fast);Human;FALSE;NA
FALSE;FALSE;"Violate
realistic";38197907;violate_working_healthy;TRUE;FALSE;TRUE;FALSE;fast;Human (fast);Human;FALSE;NA
FALSE;FALSE;"Violate
realistic";3396543;violate_working_healthy;FALSE;TRUE;FALSE;TRUE;fast;Human (fast);Human;FALSE;NA
FALSE;FALSE;"Violate
realistic";42697165;violate_working_healthy;TRUE;FALSE;TRUE;FALSE;fast;Human (fast);Human;FALSE;NA
FALSE;FALSE;"Violate
realistic";46230361;violate_working_healthy;TRUE;TRUE;FALSE;FALSE;fast;Human (fast);Human;FALSE;NA
FALSE;TRUE;"Violate
realistic";4896519;violate_working_healthy;TRUE;FALSE;FALSE;TRUE;fast;Human (fast);Human;TRUE;NA
FALSE;FALSE;"Violate
realistic";4429624;violate_working_healthy;TRUE;FALSE;TRUE;FALSE;fast;Human (fast);Human;FALSE;NA
FALSE;FALSE;"Violate
realistic";45964129;violate_working_healthy;FALSE;TRUE;FALSE;TRUE;fast;Human (fast);Human;FALSE;NA
FALSE;FALSE;"Violate
realistic";66296293;violate_working_healthy;FALSE;FALSE;TRUE;TRUE;fast;Human (fast);Human;FALSE;NA
FALSE;FALSE;"Violate
realistic";61798523;violate_working_healthy;FALSE;FALSE;TRUE;TRUE;fast;Human (fast);Human;FALSE;NA
FALSE;FALSE;"Violate
realistic";24731279;violate_working_healthy;TRUE;FALSE;TRUE;FALSE;fast;Human (fast);Human;FALSE;NA
FALSE;FALSE;"Violate
realistic";73531588;violate_working_healthy;FALSE;TRUE;FALSE;TRUE;fast;Human (fast);Human;FALSE;NA
FALSE;FALSE;"Violate
realistic";45326172;violate_working_healthy;TRUE;FALSE;TRUE;FALSE;fast;Human (fast);Human;FALSE;NA
FALSE;FALSE;"Violate
realistic";4226408;violate_working_healthy;TRUE;FALSE;TRUE;FALSE;fast;Human (fast);Human;FALSE;NA
FALSE;FALSE;"Violate
realistic";67197875;violate_working_healthy;TRUE;FALSE;TRUE;FALSE;fast;Human (fast);Human;FALSE;NA
FALSE;FALSE;Arbitrary;79526609;abstract_book_particle;TRUE;TRUE;FALSE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Arbitrary;132218836;abstract_book_particle;FALSE;TRUE;FALSE;TRUE;slow;Human (slow);Human;FALSE;NA
TRUE;TRUE;Arbitrary;107621082;abstract_book_particle;TRUE;FALSE;FALSE;TRUE;slow;Human (slow);Human;TRUE;NA
TRUE;FALSE;Arbitrary;94985468;abstract_book_particle;TRUE;TRUE;FALSE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;TRUE;Arbitrary;101265455;abstract_book_particle;TRUE;FALSE;FALSE;TRUE;slow;Human (slow);Human;TRUE;NA
TRUE;TRUE;Arbitrary;147298324;abstract_book_particle;TRUE;FALSE;FALSE;TRUE;slow;Human (slow);Human;TRUE;NA
TRUE;FALSE;Arbitrary;8,63233E+16;abstract_browser_pants;FALSE;FALSE;TRUE;TRUE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Arbitrary;84236307;abstract_browser_pants;TRUE;TRUE;FALSE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Arbitrary;8119731;abstract_browser_pants;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Arbitrary;97364031;abstract_browser_pants;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
FALSE;FALSE;Arbitrary;134930584;abstract_browser_pants;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
FALSE;FALSE;Arbitrary;86731159;abstract_caffeinated_conductive;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Arbitrary;96129166;abstract_electronic_hairy;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Arbitrary;110131678;abstract_electronic_hairy;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Arbitrary;100465435;abstract_electronic_hairy;FALSE;FALSE;TRUE;TRUE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Arbitrary;147598496;abstract_european_hot;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Arbitrary;83264808;abstract_european_hot;FALSE;TRUE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;TRUE;Arbitrary;161431965;abstract_french_even;TRUE;FALSE;FALSE;TRUE;slow;Human (slow);Human;TRUE;NA
TRUE;TRUE;Arbitrary;19079904;abstract_french_even;TRUE;FALSE;FALSE;TRUE;slow;Human (slow);Human;TRUE;NA
FALSE;FALSE;Arbitrary;80898315;abstract_plant_philosopher;TRUE;TRUE;FALSE;FALSE;slow;Human (slow);Human;FALSE;NA
FALSE;FALSE;Arbitrary;81930145;abstract_plant_philosopher;FALSE;FALSE;TRUE;TRUE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Arbitrary;280893817;abstract_plant_philosopher;FALSE;FALSE;TRUE;TRUE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Arbitrary;228264802;abstract_plant_philosopher;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Arbitrary;86132203;abstract_plant_philosopher;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Arbitrary;107498882;abstract_plant_philosopher;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
FALSE;FALSE;Arbitrary;102227465;abstract_plural_valence;FALSE;FALSE;TRUE;TRUE;slow;Human (slow);Human;FALSE;NA
FALSE;FALSE;Arbitrary;8546534;abstract_plural_valence;FALSE;TRUE;FALSE;TRUE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Arbitrary;140564726;abstract_plural_valence;FALSE;TRUE;FALSE;TRUE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Arbitrary;111031593;abstract_plural_valence;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Arbitrary;92498665;abstract_plural_valence;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Arbitrary;111365818;abstract_plural_valence;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Arbitrary;102796913;abstract_prime_color;TRUE;TRUE;FALSE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Arbitrary;124131332;abstract_prime_color;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Arbitrary;124429838;abstract_prime_color;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;TRUE;Arbitrary;236265105;abstract_prime_color;TRUE;FALSE;FALSE;TRUE;slow;Human (slow);Human;TRUE;NA
TRUE;FALSE;Arbitrary;202274923;abstract_prime_color;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;TRUE;Arbitrary;156164166;abstract_textfile_time;TRUE;FALSE;FALSE;TRUE;slow;Human (slow);Human;TRUE;NA
TRUE;FALSE;Arbitrary;140753334;abstract_texture_shape;FALSE;FALSE;TRUE;TRUE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Arbitrary;85962701;abstract_texture_shape;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Arbitrary;94564378;abstract_texture_shape;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
FALSE;FALSE;Arbitrary;114898823;abstract_verbs_fibonacci;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
FALSE;TRUE;Arbitrary;79498341;abstract_verbs_fibonacci;TRUE;FALSE;FALSE;TRUE;slow;Human (slow);Human;TRUE;NA
TRUE;FALSE;Arbitrary;81198183;abstract_verbs_fibonacci;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Arbitrary;111505349;abstract_verbs_fibonacci;FALSE;TRUE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Arbitrary;129164724;abstract_verbs_fibonacci;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
FALSE;FALSE;Arbitrary;124630636;abstract_verbs_fibonacci;TRUE;TRUE;FALSE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Arbitrary;145465006;abstract_verbs_fibonacci;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Arbitrary;93895851;abstract_verbs_fibonacci;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
FALSE;FALSE;Realistic;9925553;doctor_degrees;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
FALSE;TRUE;Realistic;102465159;doctor_degrees;TRUE;FALSE;FALSE;TRUE;slow;Human (slow);Human;TRUE;NA
FALSE;TRUE;Realistic;108465097;doctor_degrees;TRUE;FALSE;FALSE;TRUE;slow;Human (slow);Human;TRUE;NA
FALSE;FALSE;Realistic;149584183;doctor_degrees;FALSE;FALSE;TRUE;TRUE;slow;Human (slow);Human;FALSE;NA
FALSE;FALSE;Realistic;102197527;driving_licensed;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
FALSE;FALSE;Realistic;11066482;driving_licensed;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;TRUE;Realistic;106964736;driving_licensed;TRUE;FALSE;FALSE;TRUE;slow;Human (slow);Human;TRUE;NA
TRUE;FALSE;Realistic;175232265;driving_licensed;FALSE;FALSE;TRUE;TRUE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Realistic;91829435;food_expiry;FALSE;FALSE;TRUE;TRUE;slow;Human (slow);Human;FALSE;NA
TRUE;TRUE;Realistic;105829993;food_expiry;TRUE;FALSE;FALSE;TRUE;slow;Human (slow);Human;TRUE;NA
TRUE;TRUE;Realistic;93928235;food_expiry;TRUE;FALSE;FALSE;TRUE;slow;Human (slow);Human;TRUE;NA
TRUE;FALSE;Realistic;123398406;food_expiry;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Realistic;132131512;food_expiry;TRUE;TRUE;FALSE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;TRUE;Realistic;108028754;food_expiry;TRUE;FALSE;FALSE;TRUE;slow;Human (slow);Human;TRUE;NA
TRUE;TRUE;Realistic;95730573;food_expiry;TRUE;FALSE;FALSE;TRUE;slow;Human (slow);Human;TRUE;NA
TRUE;TRUE;Realistic;104395943;food_expiry;TRUE;FALSE;FALSE;TRUE;slow;Human (slow);Human;TRUE;NA
FALSE;TRUE;Realistic;95630925;gardener_fertilizer;TRUE;FALSE;FALSE;TRUE;slow;Human (slow);Human;TRUE;NA
FALSE;TRUE;Realistic;140564736;gardener_fertilizer;TRUE;FALSE;FALSE;TRUE;slow;Human (slow);Human;TRUE;NA
TRUE;FALSE;Realistic;131926816;gardener_fertilizer;FALSE;FALSE;TRUE;TRUE;slow;Human (slow);Human;FALSE;NA
TRUE;TRUE;Realistic;167900496;gardener_fertilizer;TRUE;FALSE;FALSE;TRUE;slow;Human (slow);Human;TRUE;NA
TRUE;FALSE;Realistic;144998377;gardener_fertilizer;TRUE;TRUE;FALSE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Realistic;125530991;gardener_fertilizer;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;TRUE;Realistic;98314468;gardener_fertilizer;TRUE;FALSE;FALSE;TRUE;slow;Human (slow);Human;TRUE;NA
TRUE;TRUE;Realistic;79530868;gardener_fertilizer;TRUE;FALSE;FALSE;TRUE;slow;Human (slow);Human;TRUE;NA
FALSE;TRUE;Realistic;125697775;homework_playing;TRUE;FALSE;FALSE;TRUE;slow;Human (slow);Human;TRUE;NA
TRUE;FALSE;Realistic;131364986;homework_playing;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;TRUE;Realistic;116054273;homework_playing;TRUE;FALSE;FALSE;TRUE;slow;Human (slow);Human;TRUE;NA
TRUE;TRUE;Realistic;89566379;homework_playing;TRUE;FALSE;FALSE;TRUE;slow;Human (slow);Human;TRUE;NA
TRUE;FALSE;Realistic;11569837;homework_playing;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Realistic;92665237;homework_playing;FALSE;FALSE;TRUE;TRUE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Realistic;1376984;homework_playing;TRUE;TRUE;FALSE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Realistic;13366241;homework_playing;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;TRUE;Realistic;103197694;homework_playing;TRUE;FALSE;FALSE;TRUE;slow;Human (slow);Human;TRUE;NA
TRUE;FALSE;Realistic;217762755;homework_playing;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Realistic;88330679;homework_playing;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Realistic;123049232;homework_playing;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;TRUE;Realistic;111430329;homework_playing;TRUE;FALSE;FALSE;TRUE;slow;Human (slow);Human;TRUE;NA
TRUE;FALSE;Realistic;137697523;homework_playing;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;TRUE;Realistic;106532133;homework_playing;TRUE;FALSE;FALSE;TRUE;slow;Human (slow);Human;TRUE;NA
FALSE;TRUE;Realistic;11146573;innocence_project_prison;TRUE;FALSE;FALSE;TRUE;slow;Human (slow);Human;TRUE;NA
FALSE;FALSE;Realistic;88198705;innocence_project_prison;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;TRUE;Realistic;118097313;innocence_project_prison;TRUE;FALSE;FALSE;TRUE;slow;Human (slow);Human;TRUE;NA
TRUE;FALSE;Realistic;1069652;innocence_project_prison;TRUE;TRUE;FALSE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Realistic;94465135;innocence_project_prison;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Realistic;121797703;innocence_project_prison;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;TRUE;Realistic;138163529;innocence_project_prison;TRUE;FALSE;FALSE;TRUE;slow;Human (slow);Human;TRUE;NA
TRUE;FALSE;Realistic;80465954;innocence_project_prison;FALSE;TRUE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Realistic;135432336;innocence_project_prison;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Realistic;9356479;innocence_project_prison;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;TRUE;Realistic;295832062;innocence_project_prison;TRUE;FALSE;FALSE;TRUE;slow;Human (slow);Human;TRUE;NA
TRUE;FALSE;Realistic;206095607;innocence_project_prison;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
FALSE;FALSE;Realistic;109118864;international_travel_passports;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
FALSE;TRUE;Realistic;92931691;international_travel_passports;TRUE;FALSE;FALSE;TRUE;slow;Human (slow);Human;TRUE;NA
TRUE;FALSE;Realistic;102297826;international_travel_passports;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;TRUE;Realistic;96997548;international_travel_passports;TRUE;FALSE;FALSE;TRUE;slow;Human (slow);Human;TRUE;NA
FALSE;FALSE;Realistic;85827527;marriage_adult;FALSE;TRUE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
FALSE;TRUE;Realistic;105198698;marriage_adult;TRUE;FALSE;FALSE;TRUE;slow;Human (slow);Human;TRUE;NA
FALSE;TRUE;Realistic;93363628;marriage_adult;TRUE;FALSE;FALSE;TRUE;slow;Human (slow);Human;TRUE;NA
FALSE;FALSE;Realistic;93097691;marriage_adult;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Realistic;8196466;marriage_adult;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;TRUE;Realistic;11553169;museum_genuine;TRUE;FALSE;FALSE;TRUE;slow;Human (slow);Human;TRUE;NA
TRUE;FALSE;Realistic;81896893;museum_genuine;FALSE;TRUE;FALSE;TRUE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Realistic;107264801;museum_genuine;TRUE;TRUE;FALSE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Realistic;137398463;museum_genuine;FALSE;TRUE;FALSE;TRUE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Realistic;9639808;museum_genuine;FALSE;FALSE;TRUE;TRUE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Realistic;79898692;skydiving_parachute;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Realistic;102997894;skydiving_parachute;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Realistic;94163746;skydiving_parachute;TRUE;TRUE;FALSE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Realistic;101221609;skydiving_parachute;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Realistic;85097747;skydiving_parachute;FALSE;TRUE;FALSE;TRUE;slow;Human (slow);Human;FALSE;NA
FALSE;TRUE;Realistic;281075583;thrift_store_donations;TRUE;FALSE;FALSE;TRUE;slow;Human (slow);Human;TRUE;NA
FALSE;FALSE;Realistic;175998178;thrift_store_donations;FALSE;FALSE;TRUE;TRUE;slow;Human (slow);Human;FALSE;NA
FALSE;FALSE;Realistic;119898441;thrift_store_donations;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Realistic;102229116;thrift_store_donations;FALSE;TRUE;FALSE;TRUE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Realistic;100964617;thrift_store_donations;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Realistic;85764943;thrift_store_donations;FALSE;TRUE;FALSE;TRUE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Realistic;137795704;thrift_store_donations;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
TRUE;FALSE;Realistic;190531205;thrift_store_donations;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
FALSE;FALSE;Realistic;80983462;working_healthy;FALSE;TRUE;FALSE;TRUE;slow;Human (slow);Human;FALSE;NA
TRUE;TRUE;Realistic;87232388;working_healthy;TRUE;FALSE;FALSE;TRUE;slow;Human (slow);Human;TRUE;NA
TRUE;TRUE;Realistic;8359805;working_healthy;TRUE;FALSE;FALSE;TRUE;slow;Human (slow);Human;TRUE;NA
FALSE;FALSE;Nonsense;1,94697E+16;nonsense_bem_nept;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
FALSE;FALSE;Nonsense;110864755;nonsense_bem_nept;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
FALSE;FALSE;Nonsense;1366653;nonsense_bript_jeft;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
FALSE;FALSE;Nonsense;100165462;nonsense_bript_jeft;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
FALSE;FALSE;Nonsense;108498403;nonsense_bript_jeft;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
FALSE;FALSE;Nonsense;106831096;nonsense_drap_ved;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
FALSE;FALSE;Nonsense;10216311;nonsense_pand_bosp;FALSE;TRUE;FALSE;TRUE;slow;Human (slow);Human;FALSE;NA
FALSE;FALSE;Nonsense;9849813;nonsense_pand_bosp;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
FALSE;FALSE;Nonsense;8329799;nonsense_pand_bosp;FALSE;FALSE;TRUE;TRUE;slow;Human (slow);Human;FALSE;NA
FALSE;TRUE;Nonsense;82463737;nonsense_phrite_ing;TRUE;FALSE;FALSE;TRUE;slow;Human (slow);Human;TRUE;NA
FALSE;FALSE;Nonsense;103531216;nonsense_pron_stope;FALSE;TRUE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
FALSE;FALSE;Nonsense;147064037;nonsense_sclack_chask;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
FALSE;FALSE;Nonsense;81798123;nonsense_sclack_chask;FALSE;FALSE;TRUE;TRUE;slow;Human (slow);Human;FALSE;NA
FALSE;FALSE;Nonsense;126259071;nonsense_snid_ust;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
FALSE;FALSE;Nonsense;93264493;nonsense_snid_ust;TRUE;TRUE;FALSE;FALSE;slow;Human (slow);Human;FALSE;NA
FALSE;FALSE;Nonsense;82629519;nonsense_snid_ust;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
FALSE;TRUE;Nonsense;237330928;nonsense_snid_ust;TRUE;FALSE;FALSE;TRUE;slow;Human (slow);Human;TRUE;NA
FALSE;FALSE;Nonsense;81231257;nonsense_unt_gleck;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
FALSE;FALSE;Nonsense;10863177;nonsense_unt_gleck;TRUE;FALSE;TRUE;FALSE;slow;Human (slow);Human;FALSE;NA
